Namespace	Id	Aktiv	Hemlig	Namn	Ansvarigt datav�rdskap	Ansvarig organisation	Ansvarig organisation e-post	Anv�ndande datav�rdskap	Media	Position N	Position E	Synonymer	EU_CD	L�nsID	Sj�-Id_SMHI_sj�register	Sj�ID_RI	VdrID_RI	�ldreProvplatsID	Kommentar
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135625	SANT	FALSKT	BY28	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6559667	848854								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135852	SANT	FALSKT	L:A MIDDELGRUND	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6317424	302898								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157046	SANT	FALSKT	EB2M	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6333968	591582			08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135806	SANT	FALSKT	ST MIDDELGRUND	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6272619	328985								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157791	SANT	FALSKT	OLE 1	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6344287	634757			08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157580	SANT	FALSKT	HUNSAREN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6679645	693235			03					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135834	SANT	FALSKT	MARIEHOLM	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6401710	320639			14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157671	SANT	FALSKT	MB220MSF	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6320235	598113			08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157513	SANT	FALSKT	R 6-19	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7235750	807906			25					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157624	SANT	FALSKT	R 2-3	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6810163	612521			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157139	SANT	FALSKT	15 G�RDSFJ�RDEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6834642	614585	15		21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00136030	SANT	FALSKT	KAS 1	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se	DV Milj�gifter	Biota	6684202	703173								
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135324	SANT	FALSKT	PMK 3	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6204018	545324		SE620563-149507	10					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157365	SANT	FALSKT	�VF 1:3	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6231339	343329	�VF 1:3	SE623538-129347	12					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135751	SANT	FALSKT	MS5	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6884799	701292								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135947	SANT	FALSKT	KG2	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6983866	640683			22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135330	SANT	FALSKT	GT 8	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6123637	404649		SE612685-135340	12					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157217	SANT	FALSKT	�VF 3:2 LUND�KRA	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6184134	368730	�VF 3:2	SE618791-131845	12					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00159461	SANT	FALSKT	1 / MO�LVEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	7020485	685739	1		22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135910	SANT	FALSKT	OH12	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6356987	112543								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157647	SANT	FALSKT	MYS 93	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6548580	688395			01					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157433	SANT	FALSKT	S125B / EXT SVARTFJ	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6532316	664494			01					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157357	SANT	FALSKT	C 4-1	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6806489	623632			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135274	SANT	FALSKT	SK21	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6477635	275127	"LYSE 7; LYSE7; N H�LL�; SK 21; SK21"	SE648258-122798	14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00136034	SANT	FALSKT	NK 6	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	7077897	806283			24					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135909	SANT	FALSKT	HS3	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6387530	179713								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135409	SANT	FALSKT	18 �REGRUNDS KUSTVATTEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6705518	709698	18		03					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157729	SANT	FALSKT	S11M	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6221800	559773			10					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156894	SANT	FALSKT	S�08 / �STERSJ�N KORSFJ	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6466087	606327			05					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156844	SANT	FALSKT	�STHAMMARSFJ�RDEN - S	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6683789	689281			03					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157415	SANT	FALSKT	36 KLINGERFJ�RDEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6930026	626650	36		22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157210	SANT	FALSKT	6025 SKVALLRAN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6519884	657771	"6025; SKVALLRAN"		04					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135960	SANT	FALSKT	HBP216	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6170707	481828	HBP 216							VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135446	SANT	FALSKT	HO 4	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	7075489	785943			24					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157824	SANT	FALSKT	RR8	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7204225	932248								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135814	SANT	FALSKT	FALKENBERG-7	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6283149	300762								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135501	SANT	FALSKT	N 6	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	7050819	736814			24					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135499	SANT	FALSKT	N 5-3	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	7190048	835087								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135482	SANT	FALSKT	N 2-5	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6803494	630181			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157072	SANT	FALSKT	DOMSJ� 40	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7019745	688823			22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157780	SANT	FALSKT	H49	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6829754	635588			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135757	SANT	FALSKT	F26 / C15	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6882690	765330	F26							VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156852	SANT	FALSKT	BYTTELOCKET	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6474234	280016			14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135883	SANT	FALSKT	P1B	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6420264	283544			14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156751	SANT	FALSKT	�NGERMAN�LVEN 3	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6985088	645157	3		22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157371	SANT	FALSKT	R 9-11	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7324551	895819			25					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135524	SANT	FALSKT	NB 7	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	7050984	740998			24					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157195	SANT	FALSKT	K7 / KARLSHAMNSFJ�RDEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6224081	491460			10					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135833	SANT	FALSKT	ROSENLUND	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6399861	318359			14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00136005	SANT	FALSKT	EXTRA BJ A	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6593610	734855			01					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157642	SANT	FALSKT	S5B / HAVSSVALGET	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6638945	734320			01					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00159466	SANT	FALSKT	D / DEKARS�N	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	7018658	691612	D		22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157035	SANT	FALSKT	R 1-9	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6691350	692338			03					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00159480	SANT	FALSKT	HAE 8B	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6482143	640439	HAE 8b		04					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156747	SANT	FALSKT	NK 2	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7072903	808780			24					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157476	SANT	FALSKT	L3 / L�VSK�R	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7288333	839678			25					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157752	SANT	FALSKT	FLADEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6343648	298596	"FLADEN; KA 2; KA2; VSV FLADEN FYR"	SE634817-124987						VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135656	SANT	FALSKT	13/9 VISBY/V�STERV	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6403653	609078			08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135465	SANT	FALSKT	N 14	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	7046340	741934			24					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157367	SANT	FALSKT	R 9-18	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7322810	887953			25					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135972	SANT	FALSKT	R 7-17	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	7266684	819250			25					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00136051	SANT	FALSKT	D17	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6967443	664811			22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135372	SANT	FALSKT	H�STSK�R	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6521630	647450	7	SE652211-160099	04					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156886	SANT	FALSKT	N 4	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7052477	741026			24					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135395	SANT	FALSKT	BYXESK�R	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6463432	288135		SE646700-124075	14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157023	SANT	FALSKT	I8	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6833726	612148			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135630	SANT	FALSKT	BY3 HAMRARNE SUND	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6127413	461898								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156818	SANT	FALSKT	K11-MV	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6276869	584765			08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135468	SANT	FALSKT	N 17	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	7039815	748455			24					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156992	SANT	FALSKT	R 6-2	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7229970	803361			24					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157287	SANT	FALSKT	ISAKEN W	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6423680	296396			14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135685	SANT	FALSKT	IDEFJORDEN-13	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6557946	288927			14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135401	SANT	FALSKT	I:1	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6121181	389748		SE612456-133847	12					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157227	SANT	FALSKT	K627	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6732803	624115			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157360	SANT	FALSKT	TO5 / LEPPIKARI	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7326729	916210			25					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135590	SANT	FALSKT	3124 �STERGARN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6376463	736926	3124	SE637585-168874	09					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157013	SANT	FALSKT	M1-V	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6321158	590551			08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135614	SANT	FALSKT	BY18	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6357484	858042								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156871	SANT	FALSKT	V9M	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6413594	586622			08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156786	SANT	FALSKT	H3 LAHOLMSBUKTEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6279644	363960	H3		13					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157043	SANT	FALSKT	DOMSJ� 20	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7022201	686584			22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135739	SANT	FALSKT	F16	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	7058467	802247								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157354	SANT	FALSKT	U17 / ELLASTR�MMEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6681162	704702			01					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157017	SANT	FALSKT	PRICKEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6462789	291824	PRICKEN		14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157272	SANT	FALSKT	V22-V	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6391326	595082			08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157833	SANT	FALSKT	LASO-E (SEAWATCH BUOY)	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6343960	290489								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135700	SANT	FALSKT	BYFJORDEN INRE	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6471102	318851			14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135847	SANT	FALSKT	FLADEN FYRSKEPP	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6346206	309257			13					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157578	SANT	FALSKT	GO 5	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6372790	741477	GO5	SE637212-169325	09					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135570	SANT	FALSKT	T�RN� 4	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6219602	498947	TR4		10					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157121	SANT	FALSKT	IF3	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7257951	798955			25					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135512	SANT	FALSKT	N 7-1	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	7278591	882630			25					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135886	SANT	FALSKT	R53	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6414562	244519								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157205	SANT	FALSKT	S�11 / SJ�SAFJ�RDEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6512318	622098			04					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156799	SANT	FALSKT	GAVIKSFJ�RDEN-EDS�TTERFJ�RDEN G 9	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6978046	666696	G 9	SE697837-162585	22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135693	SANT	FALSKT	KOSTERR�NNAN-III	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6533097	274555			14					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135316	SANT	FALSKT	BY37	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6400945	624543	"BY37; V�V 3"	SE640167-157663	08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157057	SANT	FALSKT	KD4	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6146707	455573			12					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135403	SANT	FALSKT	REF M1V1	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6248002	574224	"REF M1V1; REFM1; RefM1"	SE624923-152449	08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157129	SANT	FALSKT	DOMSJ� 110	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7020944	684796			22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157865	SANT	FALSKT	BMP-J2	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6209663	833164								VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135770	SANT	FALSKT	NS5 / F25A	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6991428	694926			22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157412	SANT	FALSKT	AC 7	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7184173	805719			24					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135361	SANT	FALSKT	SB 17B	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6598821	778536			01					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135638	SANT	FALSKT	BY39 �LANDS S UDDE	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6220124	595338			08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157727	SANT	FALSKT	MB17MS	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6327814	601471			08					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00156779	SANT	FALSKT	MA7	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6220987	489890			10					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135431	SANT	FALSKT	F�LLSVIKSHAMNEN	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6972228	669754	"R2; R2 F�LLSVIKSHAMNEN"		22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135958	SANT	FALSKT	R 1-14	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6687151	698980			03					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157109	SANT	FALSKT	6012 S GR�SK�R	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6518957	653179	"6012; S GR�SK�R"		04					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157688	SANT	FALSKT	�NGERMAN�LVEN 701	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	6961501	658194			22					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135920	SANT	FALSKT	�RESUND-12X	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Vatten	6222955	345645			12					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00135599	SANT	FALSKT	R 3-15	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		Biota	6870365	623951			21					VAL-2018-05-14
http://stationsregister.miljodatasamverkan.se/so/ef/environmentalmonitoringfacility	00157481	SANT	FALSKT	R 8-1	DV Oceanografi och marinbiologi	SMHI	shark@smhi.se		"Biota; Vatten"	7312000	853582			25					VAL-2018-05-14
